TimeGenerated,EventID,EventType,Source,Message,User,ComputerName,SourceIP
Jan 04 20:47:09,4826,Information,Security,config_compliant: Boot configuration changed authorized_change=true baseline_check=passed,SYSTEM,dlp-agent-08,-
Mar 10 12:09:38,4625,FailureAudit,Security,An account failed to log on. Account Name: jgarcia Failure Reason: bad password,devops,proxy-srv-04,91.108.4.12
Feb 08 11:32:40,8001,Warning,DLP-Agent,dlp_block: sensitive_leak attempt blocked user=sysadmin file=financial_data.xlsx classification=C3,devops,backup-srv-07,10.0.1.10
Jan 11 02:15:06,4720,Information,Security,A user account was created: root account_provisioned=true,admin,auth-srv-03,192.168.1.100
Feb 22 05:07:19,4624,Information,Security,An account was successfully logged on. Subject: mlopez,admin,backup-srv-07,192.168.1.100
Feb 18 09:02:26,4672,Information,Security,Special privileges assigned to new logon: root,jgarcia,cloud-gw-05,10.0.1.10
Feb 06 13:22:53,4740,Information,Security,A user account was locked out after failed attempts: admin account_locked=true,sysadmin,siem-srv-06,172.16.0.25
Jan 30 06:23:14,4688,Information,Security,A new process has been created: siem_alert triggered process=cmd.exe parent=explorer.exe User=admin,jgarcia,dlp-agent-08,185.220.101.5
Jan 01 18:07:52,4720,Information,Security,A user account was created: readonly_user account_provisioned=true,admin,siem-srv-06,10.0.2.5
Feb 15 13:19:44,4624,Information,Security,An account was successfully logged on. Subject: devops,devops,proxy-srv-04,172.16.0.25
Feb 14 11:58:05,7036,Information,Service Control Manager,endpoint_registered: Device compliance check passed mdm_enrolled=true,SYSTEM,backup-srv-07,-
Jan 13 07:22:30,4648,Information,Security,A logon was attempted using explicit credentials: admin,jgarcia,auth-srv-03,203.0.113.50
Feb 06 04:36:24,4720,Information,Security,A user account was created: sysadmin account_provisioned=true,admin,siem-srv-06,172.16.0.25
Jan 04 05:08:12,4648,Information,Security,A logon was attempted using explicit credentials: aruiz,api_svc,auth-srv-03,203.0.113.50
Feb 03 14:45:23,4625,FailureAudit,Security,An account failed to log on. Account Name: sysadmin Failure Reason: bad password,aruiz,web-srv-01,203.0.113.50
Mar 28 09:17:58,4739,Information,Security,Domain policy compliance_check was changed. compliance_scan=passed,System,dlp-agent-08,-
Mar 14 14:06:51,4624,Information,Security,An account was successfully logged on. Subject: admin,sysadmin,dlp-agent-08,192.168.1.100
Feb 05 15:26:35,4688,Information,Security,A new process has been created: siem_alert triggered process=cmd.exe parent=explorer.exe User=mlopez,backup_svc,siem-srv-06,198.51.100.20
Mar 09 01:41:02,4826,Information,Security,config_compliant: Boot configuration changed authorized_change=true baseline_check=passed,SYSTEM,siem-srv-06,-
Jan 26 12:24:43,7036,Information,Service Control Manager,endpoint_registered: Device compliance check passed mdm_enrolled=true,SYSTEM,siem-srv-06,-
Mar 27 17:09:07,4739,Information,Security,Domain policy compliance_check was changed. compliance_scan=passed,System,cloud-gw-05,-
Jan 02 18:38:26,4625,FailureAudit,Security,An account failed to log on. Account Name: admin Failure Reason: bad password,api_svc,auth-srv-03,91.108.4.12
Jan 31 03:20:47,8001,Warning,DLP-Agent,dlp_block: sensitive_leak attempt blocked user=mlopez file=financial_data.xlsx classification=C3,dbadmin,backup-srv-07,192.168.1.100
Mar 14 01:20:43,4672,Information,Security,Special privileges assigned to new logon: scanner,dbadmin,backup-srv-07,10.0.1.20
Jan 22 19:50:21,4673,SuccessAudit,Security,A privileged service was called by jgarcia,dbadmin,auth-srv-03,192.168.1.100
Feb 04 00:58:47,7036,Information,Service Control Manager,endpoint_registered: Device compliance check passed mdm_enrolled=true,SYSTEM,db-srv-02,-
Jan 23 15:06:03,8001,Warning,DLP-Agent,dlp_block: sensitive_leak attempt blocked user=jgarcia file=financial_data.xlsx classification=C3,dbadmin,web-srv-01,192.168.1.100
Feb 29 11:54:37,8001,Warning,DLP-Agent,dlp_block: sensitive_leak attempt blocked user=scanner file=financial_data.xlsx classification=C3,mlopez,dlp-agent-08,104.21.8.9
Jan 16 07:13:30,8001,Warning,DLP-Agent,dlp_block: sensitive_leak attempt blocked user=devops file=financial_data.xlsx classification=C3,backup_svc,auth-srv-03,192.168.1.100
Mar 31 02:12:01,4672,Information,Security,Special privileges assigned to new logon: sysadmin,scanner,cloud-gw-05,192.168.1.50
Jan 22 18:18:37,4624,Information,Security,An account was successfully logged on. Subject: backup_svc,dbadmin,cloud-gw-05,10.0.2.5
Mar 13 00:14:21,8001,Warning,DLP-Agent,dlp_block: sensitive_leak attempt blocked user=jgarcia file=financial_data.xlsx classification=C3,admin,siem-srv-06,192.168.1.50
Feb 25 21:56:25,4624,Information,Security,An account was successfully logged on. Subject: backup_svc,api_svc,cloud-gw-05,91.108.4.12
Mar 11 05:45:38,4624,Information,Security,An account was successfully logged on. Subject: dbadmin,sysadmin,web-srv-01,10.0.2.5
Feb 28 02:02:14,4648,Information,Security,A logon was attempted using explicit credentials: scanner,admin,backup-srv-07,172.16.0.25
Feb 29 08:17:12,1102,Information,Security,The audit log was cleared by readonly_user - audit_trail_broken=true,jgarcia,backup-srv-07,192.168.1.100
Jan 15 23:49:53,4624,Information,Security,An account was successfully logged on. Subject: jgarcia,mlopez,web-srv-01,45.33.32.156
Feb 09 05:39:50,4625,FailureAudit,Security,An account failed to log on. Account Name: devops Failure Reason: bad password,admin,backup-srv-07,1.1.1.1
Feb 28 14:31:15,4688,Information,Security,A new process has been created: siem_alert triggered process=cmd.exe parent=explorer.exe User=scanner,backup_svc,dlp-agent-08,104.21.8.9
Jan 22 06:53:36,4672,Information,Security,Special privileges assigned to new logon: jgarcia,scanner,proxy-srv-04,10.0.2.5
Mar 15 14:30:32,4672,Information,Security,Special privileges assigned to new logon: devops,mlopez,web-srv-01,10.0.1.20
Jan 05 07:53:35,4826,Information,Security,config_compliant: Boot configuration changed authorized_change=true baseline_check=passed,SYSTEM,siem-srv-06,-
Feb 08 13:49:31,4624,Information,Security,An account was successfully logged on. Subject: root,admin,siem-srv-06,192.168.1.50
Mar 05 05:17:39,4648,Information,Security,A logon was attempted using explicit credentials: dbadmin,admin,proxy-srv-04,1.1.1.1
Jan 23 14:25:09,4688,Information,Security,A new process has been created: siem_alert triggered process=cmd.exe parent=explorer.exe User=aruiz,readonly_user,dlp-agent-08,10.0.1.10
Jan 29 06:58:58,4672,Information,Security,Special privileges assigned to new logon: aruiz,backup_svc,db-srv-02,45.33.32.156
Feb 05 18:46:35,4624,Information,Security,An account was successfully logged on. Subject: mlopez,admin,db-srv-02,10.0.2.5
Mar 28 18:57:17,8001,Warning,DLP-Agent,dlp_block: sensitive_leak attempt blocked user=readonly_user file=financial_data.xlsx classification=C3,readonly_user,web-srv-01,10.0.1.20
Jan 02 19:10:21,4625,FailureAudit,Security,An account failed to log on. Account Name: sysadmin Failure Reason: bad password,scanner,dlp-agent-08,77.88.8.8
Feb 11 17:19:04,4739,Information,Security,Domain policy compliance_check was changed. compliance_scan=passed,System,proxy-srv-04,-
Mar 30 20:38:30,4673,SuccessAudit,Security,A privileged service was called by jgarcia,scanner,dlp-agent-08,10.0.1.10
Feb 29 06:56:13,4625,FailureAudit,Security,An account failed to log on. Account Name: dbadmin Failure Reason: bad password,scanner,dlp-agent-08,172.16.0.25
Mar 13 00:06:00,4688,Information,Security,A new process has been created: siem_alert triggered process=cmd.exe parent=explorer.exe User=root,dbadmin,db-srv-02,1.1.1.1
Jan 21 23:55:15,4720,Information,Security,A user account was created: mlopez account_provisioned=true,admin,auth-srv-03,172.16.0.25
Mar 19 17:38:30,4624,Information,Security,An account was successfully logged on. Subject: dbadmin,backup_svc,auth-srv-03,10.0.1.10
Jan 16 05:11:59,4673,SuccessAudit,Security,A privileged service was called by scanner,sysadmin,auth-srv-03,10.0.1.20
Mar 27 20:21:19,4625,FailureAudit,Security,An account failed to log on. Account Name: api_svc Failure Reason: bad password,dbadmin,db-srv-02,192.168.1.100
Mar 10 20:30:14,4624,Information,Security,An account was successfully logged on. Subject: scanner,jgarcia,dlp-agent-08,185.220.101.5
Feb 01 22:28:53,4648,Information,Security,A logon was attempted using explicit credentials: mlopez,aruiz,web-srv-01,1.1.1.1
Feb 26 08:08:45,8001,Warning,DLP-Agent,dlp_block: sensitive_leak attempt blocked user=readonly_user file=financial_data.xlsx classification=C3,readonly_user,db-srv-02,172.16.0.25
Feb 17 03:43:34,4739,Information,Security,Domain policy compliance_check was changed. compliance_scan=passed,System,cloud-gw-05,-
Feb 20 03:07:00,4673,SuccessAudit,Security,A privileged service was called by aruiz,backup_svc,db-srv-02,192.168.1.100
Mar 01 16:32:18,7036,Information,Service Control Manager,endpoint_registered: Device compliance check passed mdm_enrolled=true,SYSTEM,cloud-gw-05,-
Mar 26 22:32:33,4625,FailureAudit,Security,An account failed to log on. Account Name: admin Failure Reason: bad password,mlopez,dlp-agent-08,1.1.1.1
Jan 02 17:10:02,4648,Information,Security,A logon was attempted using explicit credentials: backup_svc,mlopez,dlp-agent-08,10.0.1.10
Jan 03 16:27:14,4624,Information,Security,An account was successfully logged on. Subject: scanner,mlopez,web-srv-01,192.168.1.50
Feb 15 08:58:12,4826,Information,Security,config_compliant: Boot configuration changed authorized_change=true baseline_check=passed,SYSTEM,auth-srv-03,-
Feb 29 20:57:06,4648,Information,Security,A logon was attempted using explicit credentials: api_svc,aruiz,siem-srv-06,198.51.100.20
Jan 02 22:54:35,4624,Information,Security,An account was successfully logged on. Subject: readonly_user,sysadmin,backup-srv-07,192.168.1.100
Mar 06 18:01:06,4625,FailureAudit,Security,An account failed to log on. Account Name: admin Failure Reason: bad password,readonly_user,siem-srv-06,77.88.8.8
Mar 27 03:25:19,8001,Warning,DLP-Agent,dlp_block: sensitive_leak attempt blocked user=scanner file=financial_data.xlsx classification=C3,jgarcia,cloud-gw-05,104.21.8.9
Feb 26 01:22:04,4625,FailureAudit,Security,An account failed to log on. Account Name: aruiz Failure Reason: bad password,sysadmin,proxy-srv-04,45.33.32.156
Jan 28 23:53:56,4739,Information,Security,Domain policy compliance_check was changed. compliance_scan=passed,System,backup-srv-07,-
Jan 29 12:58:04,4624,Information,Security,An account was successfully logged on. Subject: admin,backup_svc,siem-srv-06,77.88.8.8
Mar 06 23:52:35,4672,Information,Security,Special privileges assigned to new logon: backup_svc,api_svc,backup-srv-07,192.168.1.50
Feb 11 15:27:51,4624,Information,Security,An account was successfully logged on. Subject: root,scanner,auth-srv-03,10.0.1.20
Jan 24 22:44:08,4672,Information,Security,Special privileges assigned to new logon: backup_svc,admin,proxy-srv-04,172.16.0.25
Jan 19 02:00:23,4624,Information,Security,An account was successfully logged on. Subject: backup_svc,sysadmin,cloud-gw-05,10.0.1.10
Feb 14 06:34:07,4720,Information,Security,A user account was created: backup_svc account_provisioned=true,admin,siem-srv-06,192.168.1.50
Jan 14 18:24:17,4673,SuccessAudit,Security,A privileged service was called by dbadmin,aruiz,db-srv-02,192.168.1.50
Feb 03 00:35:46,4624,Information,Security,An account was successfully logged on. Subject: devops,dbadmin,dlp-agent-08,192.168.1.50
Mar 29 07:00:43,4739,Information,Security,Domain policy compliance_check was changed. compliance_scan=passed,System,backup-srv-07,-
Feb 26 00:59:46,4720,Information,Security,A user account was created: sysadmin account_provisioned=true,admin,web-srv-01,192.168.1.100
Mar 11 15:01:03,4625,FailureAudit,Security,An account failed to log on. Account Name: sysadmin Failure Reason: bad password,admin,backup-srv-07,77.88.8.8
Feb 18 17:19:01,4624,Information,Security,An account was successfully logged on. Subject: dbadmin,mlopez,dlp-agent-08,77.88.8.8
Jan 19 18:27:51,4625,FailureAudit,Security,An account failed to log on. Account Name: backup_svc Failure Reason: bad password,sysadmin,db-srv-02,10.0.2.5
Mar 16 10:55:51,4672,Information,Security,Special privileges assigned to new logon: devops,sysadmin,db-srv-02,185.220.101.5
Mar 01 13:16:09,4625,FailureAudit,Security,An account failed to log on. Account Name: aruiz Failure Reason: bad password,api_svc,web-srv-01,192.168.1.100
Jan 16 00:32:32,4739,Information,Security,Domain policy compliance_check was changed. compliance_scan=passed,System,cloud-gw-05,-
Feb 06 10:08:06,4625,FailureAudit,Security,An account failed to log on. Account Name: admin Failure Reason: bad password,admin,db-srv-02,172.16.0.25
Feb 03 21:48:37,7036,Information,Service Control Manager,endpoint_registered: Device compliance check passed mdm_enrolled=true,SYSTEM,auth-srv-03,-
Jan 03 05:11:11,4624,Information,Security,An account was successfully logged on. Subject: mlopez,aruiz,dlp-agent-08,192.168.1.50
Feb 04 08:12:04,4740,Information,Security,A user account was locked out after failed attempts: scanner account_locked=true,scanner,backup-srv-07,104.21.8.9
Mar 21 03:48:11,4688,Information,Security,A new process has been created: siem_alert triggered process=cmd.exe parent=explorer.exe User=api_svc,scanner,auth-srv-03,10.0.2.5
Mar 27 10:07:54,7036,Information,Service Control Manager,endpoint_registered: Device compliance check passed mdm_enrolled=true,SYSTEM,cloud-gw-05,-
Jan 05 19:31:12,4624,Information,Security,An account was successfully logged on. Subject: dbadmin,backup_svc,auth-srv-03,192.168.1.100
Mar 13 06:30:17,4740,Information,Security,A user account was locked out after failed attempts: root account_locked=true,api_svc,auth-srv-03,172.16.0.25
Feb 26 22:03:30,4648,Information,Security,A logon was attempted using explicit credentials: aruiz,backup_svc,backup-srv-07,192.168.1.50
Jan 25 10:46:04,8001,Warning,DLP-Agent,dlp_block: sensitive_leak attempt blocked user=dbadmin file=financial_data.xlsx classification=C3,devops,db-srv-02,192.168.1.50
Mar 07 14:26:17,7036,Information,Service Control Manager,endpoint_registered: Device compliance check passed mdm_enrolled=true,SYSTEM,backup-srv-07,-
Jan 26 18:46:43,4624,Information,Security,An account was successfully logged on. Subject: mlopez,admin,backup-srv-07,192.168.1.100
Jan 28 22:11:59,4624,Information,Security,An account was successfully logged on. Subject: root,backup_svc,web-srv-01,10.0.1.20
Jan 06 14:17:40,4673,SuccessAudit,Security,A privileged service was called by sysadmin,api_svc,siem-srv-06,10.0.1.20
Feb 28 02:47:52,4688,Information,Security,A new process has been created: siem_alert triggered process=cmd.exe parent=explorer.exe User=scanner,devops,proxy-srv-04,10.0.1.20
Jan 15 06:39:52,4624,Information,Security,An account was successfully logged on. Subject: admin,mlopez,dlp-agent-08,172.16.0.25
Mar 09 11:14:40,4826,Information,Security,config_compliant: Boot configuration changed authorized_change=true baseline_check=passed,SYSTEM,db-srv-02,-
Mar 17 07:05:39,4672,Information,Security,Special privileges assigned to new logon: dbadmin,api_svc,web-srv-01,192.168.1.100
Jan 11 11:17:56,4672,Information,Security,Special privileges assigned to new logon: api_svc,backup_svc,proxy-srv-04,192.168.1.100
Mar 07 15:48:56,4740,Information,Security,A user account was locked out after failed attempts: scanner account_locked=true,readonly_user,cloud-gw-05,45.33.32.156
Feb 15 21:57:27,4720,Information,Security,A user account was created: backup_svc account_provisioned=true,admin,siem-srv-06,192.168.1.50
Jan 07 03:13:14,7036,Information,Service Control Manager,endpoint_registered: Device compliance check passed mdm_enrolled=true,SYSTEM,cloud-gw-05,-
Mar 21 11:17:27,4740,Information,Security,A user account was locked out after failed attempts: devops account_locked=true,devops,backup-srv-07,45.33.32.156
Jan 27 02:12:41,4625,FailureAudit,Security,An account failed to log on. Account Name: jgarcia Failure Reason: bad password,api_svc,db-srv-02,91.108.4.12
Mar 10 09:45:31,4624,Information,Security,An account was successfully logged on. Subject: backup_svc,mlopez,auth-srv-03,172.16.0.25
Feb 07 14:13:12,7036,Information,Service Control Manager,endpoint_registered: Device compliance check passed mdm_enrolled=true,SYSTEM,cloud-gw-05,-
Jan 22 09:19:21,4739,Information,Security,Domain policy compliance_check was changed. compliance_scan=passed,System,cloud-gw-05,-
Mar 06 12:41:02,4672,Information,Security,Special privileges assigned to new logon: root,admin,backup-srv-07,172.16.0.25
Jan 30 18:20:16,8001,Warning,DLP-Agent,dlp_block: sensitive_leak attempt blocked user=root file=financial_data.xlsx classification=C3,admin,cloud-gw-05,192.168.1.100
Mar 05 09:32:20,4624,Information,Security,An account was successfully logged on. Subject: backup_svc,scanner,cloud-gw-05,192.168.1.100
Jan 22 15:48:44,4673,SuccessAudit,Security,A privileged service was called by root,backup_svc,db-srv-02,10.0.1.20
Jan 02 18:51:21,4688,Information,Security,A new process has been created: siem_alert triggered process=cmd.exe parent=explorer.exe User=aruiz,mlopez,web-srv-01,172.16.0.25
Mar 07 00:49:39,4688,Information,Security,A new process has been created: siem_alert triggered process=cmd.exe parent=explorer.exe User=dbadmin,api_svc,backup-srv-07,192.168.1.100
Mar 24 16:21:25,4625,FailureAudit,Security,An account failed to log on. Account Name: jgarcia Failure Reason: bad password,devops,backup-srv-07,10.0.2.5
Feb 27 06:04:19,4672,Information,Security,Special privileges assigned to new logon: jgarcia,aruiz,backup-srv-07,172.16.0.25
Jan 07 22:24:30,4740,Information,Security,A user account was locked out after failed attempts: sysadmin account_locked=true,jgarcia,siem-srv-06,198.51.100.20
Feb 13 18:30:52,4624,Information,Security,An account was successfully logged on. Subject: admin,scanner,auth-srv-03,10.0.1.20
Jan 06 09:43:03,4624,Information,Security,An account was successfully logged on. Subject: root,root,auth-srv-03,192.168.1.100
Feb 26 15:42:05,4648,Information,Security,A logon was attempted using explicit credentials: admin,admin,cloud-gw-05,198.51.100.20
Jan 16 19:44:42,4648,Information,Security,A logon was attempted using explicit credentials: root,devops,proxy-srv-04,192.168.1.50
Feb 29 05:18:00,4740,Information,Security,A user account was locked out after failed attempts: jgarcia account_locked=true,root,cloud-gw-05,203.0.113.50
Feb 25 13:45:42,7036,Information,Service Control Manager,endpoint_registered: Device compliance check passed mdm_enrolled=true,SYSTEM,db-srv-02,-
Jan 13 10:08:13,4624,Information,Security,An account was successfully logged on. Subject: backup_svc,root,web-srv-01,192.168.1.100
Mar 16 16:04:40,4739,Information,Security,Domain policy compliance_check was changed. compliance_scan=passed,System,auth-srv-03,-
Feb 13 02:44:35,4672,Information,Security,Special privileges assigned to new logon: jgarcia,readonly_user,siem-srv-06,10.0.1.20
Mar 17 04:15:46,4720,Information,Security,A user account was created: jgarcia account_provisioned=true,admin,cloud-gw-05,172.16.0.25
